chapterIndex	verseIndex	wordIndex	lb
11	20	12	اللَّهِ
11	20	13	مِنْ
11	20	14	أَوْلِيَاءَ
11	20	15	يُضَاعَفُ
11	20	16	لَهُمُ
11	20	17	الْعَذَابُ
11	20	18	مَا
11	20	19	كَانُوا
11	20	2	لَمْ
11	20	20	يَسْتَطِيعُونَ
11	20	21	السَّمْعَ
11	20	22	وَمَا
11	20	23	كَانُوا
11	20	24	يُبْصِرُونَ
11	20	3	يَكُونُوا
11	20	4	مُعْجِزِينَ
11	20	5	فِي
11	20	6	الْأَرْضِ
11	20	7	وَمَا
11	20	8	كَانَ
11	20	9	لَهُمْ
11	21	1	أُولَٰئِكَ
11	21	2	الَّذِينَ
11	21	3	خَسِرُوا
11	21	4	أَنْفُسَهُمْ
11	21	5	وَضَلَّ
11	21	6	عَنْهُمْ
11	21	7	مَا
11	21	8	كَانُوا
11	21	9	يَفْتَرُونَ
11	22	1	لَا
11	22	2	جَرَمَ
11	22	3	أَنَّهُمْ
11	22	4	فِي
11	22	5	الْآخِرَةِ
11	22	6	هُمُ
11	22	7	الْأَخْسَرُونَ
11	23	1	إِنَّ
11	23	10	أَصْحَابُ
11	23	11	الْجَنَّةِ
11	23	12	هُمْ
11	23	13	فِيهَا
11	23	14	خَالِدُونَ
11	23	2	الَّذِينَ
11	23	3	آمَنُوا
11	23	4	وَعَمِلُوا
11	23	5	الصَّالِحَاتِ
11	23	6	وَأَخْبَتُوا
11	23	7	إِلَىٰ
11	23	8	رَبِّهِمْ
11	23	9	أُولَٰئِكَ
11	24	1	مَثَلُ
11	24	10	أَفَلَا
11	24	11	تَذَكَّرُونَ
11	24	2	الْفَرِيقَيْنِ
11	24	3	كَالْأَعْمَىٰ
11	24	4	وَالْأَصَمِّ
11	24	5	وَالْبَصِيرِ
11	24	6	وَالسَّمِيعِ
11	24	7	هَلْ
11	24	8	يَسْتَوِيَانِ
11	24	9	مَثَلًا
11	25	1	وَلَقَدْ
11	25	2	أَرْسَلْنَا
11	25	3	نُوحًا
11	25	4	إِلَىٰ
11	25	5	قَوْمِهِ
11	25	6	إِنِّي
11	25	7	لَكُمْ
11	25	8	نَذِيرٌ
11	25	9	مُبِينٌ
11	26	1	أَنْ
11	26	10	يَوْمٍ
11	26	11	أَلِيمٍ
11	26	2	لَا
11	26	3	تَعْبُدُوا
11	26	4	إِلَّا
11	26	5	اللَّهَ
11	26	6	إِنِّي
11	26	7	أَخَافُ
11	26	8	عَلَيْكُمْ
11	26	9	عَذَابَ
11	27	1	فَقَالَ
11	27	10	بَشَرًا
11	27	11	مِثْلَنَا
11	27	12	وَمَا
11	27	13	نَرَاكَ
11	27	14	اتَّبَعَكَ
11	27	15	إِلَّا
11	27	16	الَّذِينَ
11	27	17	هُمْ
11	27	18	أَرَاذِلُنَا
11	27	19	بَادِيَ
11	27	2	الْمَلَأُ
11	27	20	الرَّأْيِ
11	27	21	وَمَا
11	27	22	نَرَىٰ
11	27	23	لَكُمْ
11	27	24	عَلَيْنَا
11	27	25	مِنْ
11	27	26	فَضْلٍ
11	27	27	بَلْ
11	27	28	نَظُنُّكُمْ
11	27	29	كَاذِبِينَ
11	27	3	الَّذِينَ
11	27	4	كَفَرُوا
11	27	5	مِنْ
11	27	6	قَوْمِهِ
11	27	7	مَا
11	27	8	نَرَاكَ
11	27	9	إِلَّا
11	28	1	قَالَ
11	28	10	رَبِّي
11	28	11	وَآتَانِي
11	28	12	رَحْمَةً
11	28	13	مِنْ
11	28	14	عِنْدِهِ
11	28	15	فَعُمِّيَتْ
11	28	16	عَلَيْكُمْ
11	28	17	أَنُلْزِمُكُمُوهَا
11	28	18	وَأَنْتُمْ
11	28	19	لَهَا
11	28	2	يَا
11	28	20	كَارِهُونَ
11	28	3	قَوْمِ
11	28	4	أَرَأَيْتُمْ
11	28	5	إِنْ
11	28	6	كُنْتُ
11	28	7	عَلَىٰ
11	28	8	بَيِّنَةٍ
11	28	9	مِنْ
11	29	1	وَيَا
11	29	10	عَلَى
11	29	11	اللَّهِ
11	29	12	وَمَا
11	29	13	أَنَا
11	29	14	بِطَارِدِ
11	29	15	الَّذِينَ
11	29	16	آمَنُوا
11	29	17	إِنَّهُمْ
11	29	18	مُلَاقُو
11	29	19	رَبِّهِمْ
11	29	2	قَوْمِ
11	29	20	وَلَٰكِنِّي
11	29	21	أَرَاكُمْ
11	29	22	قَوْمًا
11	29	23	تَجْهَلُونَ
11	29	3	لَا
11	29	4	أَسْأَلُكُمْ
11	29	5	عَلَيْهِ
11	29	6	مَالًا
11	29	7	إِنْ
11	29	8	أَجْرِيَ
11	29	9	إِلَّا
11	3	1	وَأَنِ
11	3	10	إِلَىٰ
11	3	11	أَجَلٍ
11	3	12	مُسَمًّى
11	3	13	وَيُؤْتِ
11	3	14	كُلَّ
11	3	15	ذِي
11	3	16	فَضْلٍ
11	3	17	فَضْلَهُ
11	3	18	وَإِنْ
11	3	19	تَوَلَّوْا
11	3	2	اسْتَغْفِرُوا
11	3	20	فَإِنِّي
11	3	21	أَخَافُ
11	3	22	عَلَيْكُمْ
11	3	23	عَذَابَ
11	3	24	يَوْمٍ
11	3	25	كَبِيرٍ
11	3	3	رَبَّكُمْ
11	3	4	ثُمَّ
11	3	5	تُوبُوا
11	3	6	إِلَيْهِ
11	3	7	يُمَتِّعْكُمْ
11	3	8	مَتَاعًا
11	3	9	حَسَنًا
11	30	1	وَيَا
11	30	10	تَذَكَّرُونَ
11	30	2	قَوْمِ
11	30	3	مَنْ
11	30	4	يَنْصُرُنِي
11	30	5	مِنَ
11	30	6	اللَّهِ
11	30	7	إِنْ
11	30	8	طَرَدْتُهُمْ
11	30	9	أَفَلَا
11	31	1	وَلَا
11	31	10	وَلَا
11	31	11	أَقُولُ
11	31	12	إِنِّي
11	31	13	مَلَكٌ
11	31	14	وَلَا
11	31	15	أَقُولُ
11	31	16	لِلَّذِينَ
11	31	17	تَزْدَرِي
11	31	18	أَعْيُنُكُمْ
11	31	19	لَنْ
11	31	2	أَقُولُ
11	31	20	يُؤْتِيَهُمُ
11	31	21	اللَّهُ
11	31	22	خَيْرًا
11	31	23	اللَّهُ
11	31	24	أَعْلَمُ
11	31	25	بِمَا
11	31	26	فِي
11	31	27	أَنْفُسِهِمْ
11	31	28	إِنِّي
11	31	29	إِذًا
11	31	3	لَكُمْ
11	31	30	لَمِنَ
11	31	31	الظَّالِمِينَ
11	31	4	عِنْدِي
11	31	5	خَزَائِنُ
11	31	6	اللَّهِ
11	31	7	وَلَا
11	31	8	أَعْلَمُ
11	31	9	الْغَيْبَ
11	32	1	قَالُوا
11	32	10	تَعِدُنَا
11	32	11	إِنْ
11	32	12	كُنْتَ
11	32	13	مِنَ
11	32	14	الصَّادِقِينَ
11	32	2	يَا
11	32	3	نُوحُ
11	32	4	قَدْ
11	32	5	جَادَلْتَنَا
11	32	6	فَأَكْثَرْتَ
11	32	7	جِدَالَنَا
11	32	8	فَأْتِنَا
11	32	9	بِمَا
11	33	1	قَالَ
11	33	10	بِمُعْجِزِينَ
11	33	2	إِنَّمَا
11	33	3	يَأْتِيكُمْ
11	33	4	بِهِ
11	33	5	اللَّهُ
11	33	6	إِنْ
11	33	7	شَاءَ
11	33	8	وَمَا
11	33	9	أَنْتُمْ
11	34	1	وَلَا
11	34	10	كَانَ
11	34	11	اللَّهُ
11	34	12	يُرِيدُ
11	34	13	أَنْ
11	34	14	يُغْوِيَكُمْ
11	34	15	هُوَ
11	34	16	رَبُّكُمْ
11	34	17	وَإِلَيْهِ
11	34	18	تُرْجَعُونَ
11	34	2	يَنْفَعُكُمْ
11	34	3	نُصْحِي
11	34	4	إِنْ
11	34	5	أَرَدْتُ
11	34	6	أَنْ
11	34	7	أَنْصَحَ
11	34	8	لَكُمْ
11	34	9	إِنْ
11	35	1	أَمْ
11	35	10	بَرِيءٌ
11	35	11	مِمَّا
11	35	12	تُجْرِمُونَ
11	35	2	يَقُولُونَ
11	35	3	افْتَرَاهُ
11	35	4	قُلْ
11	35	5	إِنِ
11	35	6	افْتَرَيْتُهُ
11	35	7	فَعَلَيَّ
11	35	8	إِجْرَامِي
11	35	9	وَأَنَا
11	36	1	وَأُوحِيَ
11	36	10	مَنْ
11	36	11	قَدْ
11	36	12	آمَنَ
11	36	13	فَلَا
11	36	14	تَبْتَئِسْ
11	36	15	بِمَا
11	36	16	كَانُوا
11	36	17	يَفْعَلُونَ
11	36	2	إِلَىٰ
11	36	3	نُوحٍ
11	36	4	أَنَّهُ
11	36	5	لَنْ
11	36	6	يُؤْمِنَ
11	36	7	مِنْ
11	36	8	قَوْمِكَ
11	36	9	إِلَّا
11	37	1	وَاصْنَعِ
11	37	10	إِنَّهُمْ
11	37	11	مُغْرَقُونَ
11	37	2	الْفُلْكَ
11	37	3	بِأَعْيُنِنَا
11	37	4	وَوَحْيِنَا
11	37	5	وَلَا
11	37	6	تُخَاطِبْنِي
11	37	7	فِي
11	37	8	الَّذِينَ
11	37	9	ظَلَمُوا
11	38	1	وَيَصْنَعُ
11	38	10	مِنْهُ
11	38	11	قَالَ
11	38	12	إِنْ
11	38	13	تَسْخَرُوا
11	38	14	مِنَّا
11	38	15	فَإِنَّا
11	38	16	نَسْخَرُ
11	38	17	مِنْكُمْ
11	38	18	كَمَا
11	38	19	تَسْخَرُونَ
11	38	2	الْفُلْكَ
11	38	3	وَكُلَّمَا
11	38	4	مَرَّ
11	38	5	عَلَيْهِ
11	38	6	مَلَأٌ
11	38	7	مِنْ
11	38	8	قَوْمِهِ
11	38	9	سَخِرُوا
11	39	1	فَسَوْفَ
11	39	10	مُقِيمٌ
11	39	2	تَعْلَمُونَ
11	39	3	مَنْ
11	39	4	يَأْتِيهِ
11	39	5	عَذَابٌ
11	39	6	يُخْزِيهِ
11	39	7	وَيَحِلُّ
11	39	8	عَلَيْهِ
11	39	9	عَذَابٌ
11	4	1	إِلَى
11	4	2	اللَّهِ
11	4	3	مَرْجِعُكُمْ
11	4	4	وَهُوَ
11	4	5	عَلَىٰ
11	4	6	كُلِّ
11	4	7	شَيْءٍ
11	4	8	قَدِيرٌ
11	40	1	حَتَّىٰ
11	40	10	مِنْ
11	40	11	كُلٍّ
11	40	12	زَوْجَيْنِ
11	40	13	اثْنَيْنِ
11	40	14	وَأَهْلَكَ
11	40	15	إِلَّا
11	40	16	مَنْ
11	40	17	سَبَقَ
11	40	18	عَلَيْهِ
11	40	19	الْقَوْلُ
11	40	2	إِذَا
11	40	20	وَمَنْ
11	40	21	آمَنَ
11	40	22	وَمَا
11	40	23	آمَنَ
11	40	24	مَعَهُ
11	40	25	إِلَّا
11	40	26	قَلِيلٌ
11	40	3	جَاءَ
11	40	4	أَمْرُنَا
11	40	5	وَفَارَ
11	40	6	التَّنُّورُ
11	40	7	قُلْنَا
11	40	8	احْمِلْ
11	40	9	فِيهَا
11	41	1	وَقَالَ
11	41	10	لَغَفُورٌ
11	41	11	رَحِيمٌ
11	41	2	ارْكَبُوا
11	41	3	فِيهَا
11	41	4	بِسْمِ
11	41	5	اللَّهِ
11	41	6	مَجْرَاهَا
11	41	7	وَمُرْسَاهَا
11	41	8	إِنَّ
11	41	9	رَبِّي
11	42	1	وَهِيَ
11	42	10	وَكَانَ
11	42	11	فِي
11	42	12	مَعْزِلٍ
11	42	13	يَا
11	42	14	بُنَيَّ
11	42	15	ارْكَبْ
11	42	16	مَعَنَا
11	42	17	وَلَا
11	42	18	تَكُنْ
11	42	19	مَعَ
11	42	2	تَجْرِي
11	42	20	الْكَافِرِينَ
11	42	3	بِهِمْ
11	42	4	فِي
11	42	5	مَوْجٍ
11	42	6	كَالْجِبَالِ
11	42	7	وَنَادَىٰ
11	42	8	نُوحٌ
11	42	9	ابْنَهُ
11	43	1	قَالَ
11	43	10	عَاصِمَ
11	43	11	الْيَوْمَ
11	43	12	مِنْ
11	43	13	أَمْرِ
11	43	14	اللَّهِ
11	43	15	إِلَّا
11	43	16	مَنْ
11	43	17	رَحِمَ
11	43	18	وَحَالَ
11	43	19	بَيْنَهُمَا
11	43	2	سَآوِي
11	43	20	الْمَوْجُ
11	43	21	فَكَانَ
11	43	22	مِنَ
11	43	23	الْمُغْرَقِينَ
11	43	3	إِلَىٰ
11	43	4	جَبَلٍ
11	43	5	يَعْصِمُنِي
11	43	6	مِنَ
11	43	7	الْمَاءِ
11	43	8	قَالَ
11	43	9	لَا
11	44	1	وَقِيلَ
11	44	10	الْمَاءُ
11	44	11	وَقُضِيَ
11	44	12	الْأَمْرُ
11	44	13	وَاسْتَوَتْ
11	44	14	عَلَى
11	44	15	الْجُودِيِّ
11	44	16	وَقِيلَ
11	44	17	بُعْدًا
11	44	18	لِلْقَوْمِ
11	44	19	الظَّالِمِينَ
11	44	2	يَا
11	44	3	أَرْضُ
11	44	4	ابْلَعِي
11	44	5	مَاءَكِ
11	44	6	وَيَا
11	44	7	سَمَاءُ
11	44	8	أَقْلِعِي
11	44	9	وَغِيضَ
11	45	1	وَنَادَىٰ
11	45	10	وَإِنَّ
11	45	11	وَعْدَكَ
11	45	12	الْحَقُّ
11	45	13	وَأَنْتَ
11	45	14	أَحْكَمُ
11	45	15	الْحَاكِمِينَ
11	45	2	نُوحٌ
11	45	3	رَبَّهُ
11	45	4	فَقَالَ
11	45	5	رَبِّ
11	45	6	إِنَّ
11	45	7	ابْنِي
11	45	8	مِنْ
11	45	9	أَهْلِي
11	46	1	قَالَ
11	46	10	غَيْرُ
11	46	11	صَالِحٍ
11	46	12	فَلَا
11	46	13	تَسْأَلْنِ
11	46	14	مَا
11	46	15	لَيْسَ
11	46	16	لَكَ
11	46	17	بِهِ
11	46	18	عِلْمٌ
11	46	19	إِنِّي
11	46	2	يَا
11	46	20	أَعِظُكَ
11	46	21	أَنْ
11	46	22	تَكُونَ
11	46	23	مِنَ
11	46	24	الْجَاهِلِينَ
11	46	3	نُوحُ
11	46	4	إِنَّهُ
11	46	5	لَيْسَ
11	46	6	مِنْ
11	46	7	أَهْلِكَ
11	46	8	إِنَّهُ
11	46	9	عَمَلٌ
11	47	1	قَالَ
11	47	10	لِي
11	47	11	بِهِ
11	47	12	عِلْمٌ
11	47	13	وَإِلَّا
11	47	14	تَغْفِرْ
11	47	15	لِي
11	47	16	وَتَرْحَمْنِي
11	47	17	أَكُنْ
11	47	18	مِنَ
11	47	19	الْخَاسِرِينَ
11	47	2	رَبِّ
11	47	3	إِنِّي
11	47	4	أَعُوذُ
11	47	5	بِكَ
11	47	6	أَنْ
11	47	7	أَسْأَلَكَ
11	47	8	مَا
11	47	9	لَيْسَ
11	48	1	قِيلَ
11	48	10	أُمَمٍ
11	48	11	مِمَّنْ
11	48	12	مَعَكَ
11	48	13	وَأُمَمٌ
11	48	14	سَنُمَتِّعُهُمْ
11	48	15	ثُمَّ
11	48	16	يَمَسُّهُمْ
11	48	17	مِنَّا
11	48	18	عَذَابٌ
11	48	19	أَلِيمٌ
11	48	2	يَا
11	48	3	نُوحُ
11	48	4	اهْبِطْ
11	48	5	بِسَلَامٍ
11	48	6	مِنَّا
11	48	7	وَبَرَكَاتٍ
11	48	8	عَلَيْكَ
11	48	9	وَعَلَىٰ
11	49	1	تِلْكَ
11	49	10	أَنْتَ
11	49	11	وَلَا
11	49	12	قَوْمُكَ
11	49	13	مِنْ
11	49	14	قَبْلِ
11	49	15	هَٰذَا
11	49	16	فَاصْبِرْ
11	49	17	إِنَّ
11	49	18	الْعَاقِبَةَ
11	49	19	لِلْمُتَّقِينَ
11	49	2	مِنْ
11	49	3	أَنْبَاءِ
11	49	4	الْغَيْبِ
11	49	5	نُوحِيهَا
11	49	6	إِلَيْكَ
11	49	7	مَا
11	49	8	كُنْتَ
11	49	9	تَعْلَمُهَا
11	5	1	أَلَا
11	5	10	ثِيَابَهُمْ
11	5	11	يَعْلَمُ
11	5	12	مَا
11	5	13	يُسِرُّونَ
11	5	14	وَمَا
11	5	15	يُعْلِنُونَ
11	5	16	إِنَّهُ
11	5	17	عَلِيمٌ
11	5	18	بِذَاتِ
11	5	19	الصُّدُورِ
11	5	2	إِنَّهُمْ
11	5	3	يَثْنُونَ
11	5	4	صُدُورَهُمْ
11	5	5	لِيَسْتَخْفُوا
11	5	6	مِنْهُ
11	5	7	أَلَا
11	5	8	حِينَ
11	5	9	يَسْتَغْشُونَ
11	50	1	وَإِلَىٰ
11	50	10	مَا
11	50	11	لَكُمْ
11	50	12	مِنْ
11	50	13	إِلَٰهٍ
11	50	14	غَيْرُهُ
11	50	15	إِنْ
11	50	16	أَنْتُمْ
11	50	17	إِلَّا
11	50	18	مُفْتَرُونَ
11	50	2	عَادٍ
11	50	3	أَخَاهُمْ
11	50	4	هُودًا
11	50	5	قَالَ
11	50	6	يَا
11	50	7	قَوْمِ
11	50	8	اعْبُدُوا
11	50	9	اللَّهَ
11	51	1	يَا
11	51	10	عَلَى
11	51	11	الَّذِي
11	51	12	فَطَرَنِي
11	51	13	أَفَلَا
11	51	14	تَعْقِلُونَ
11	51	2	قَوْمِ
11	51	3	لَا
11	51	4	أَسْأَلُكُمْ
11	51	5	عَلَيْهِ
11	51	6	أَجْرًا
11	51	7	إِنْ
11	51	8	أَجْرِيَ
11	51	9	إِلَّا
11	52	1	وَيَا
11	52	10	عَلَيْكُمْ
11	52	11	مِدْرَارًا
11	52	12	وَيَزِدْكُمْ
11	52	13	قُوَّةً
11	52	14	إِلَىٰ
11	52	15	قُوَّتِكُمْ
11	52	16	وَلَا
11	52	17	تَتَوَلَّوْا
11	52	18	مُجْرِمِينَ
11	52	2	قَوْمِ
11	52	3	اسْتَغْفِرُوا
11	52	4	رَبَّكُمْ
11	52	5	ثُمَّ
11	52	6	تُوبُوا
11	52	7	إِلَيْهِ
11	52	8	يُرْسِلِ
11	52	9	السَّمَاءَ
11	53	1	قَالُوا
11	53	10	آلِهَتِنَا
11	53	11	عَنْ
11	53	12	قَوْلِكَ
11	53	13	وَمَا
11	53	14	نَحْنُ
11	53	15	لَكَ
11	53	16	بِمُؤْمِنِينَ
11	53	2	يَا
11	53	3	هُودُ
11	53	4	مَا
11	53	5	جِئْتَنَا
11	53	6	بِبَيِّنَةٍ
11	53	7	وَمَا
11	53	8	نَحْنُ
11	53	9	بِتَارِكِي
11	54	1	إِنْ
11	54	10	أُشْهِدُ
11	54	11	اللَّهَ
11	54	12	وَاشْهَدُوا
11	54	13	أَنِّي
11	54	14	بَرِيءٌ
11	54	15	مِمَّا
11	54	16	تُشْرِكُونَ
11	54	2	نَقُولُ
11	54	3	إِلَّا
11	54	4	اعْتَرَاكَ
11	54	5	بَعْضُ
11	54	6	آلِهَتِنَا
11	54	7	بِسُوءٍ
11	54	8	قَالَ
11	54	9	إِنِّي
11	55	1	مِنْ
11	55	2	دُونِهِ
11	55	3	فَكِيدُونِي
11	55	4	جَمِيعًا
11	55	5	ثُمَّ
11	55	6	لَا
11	55	7	تُنْظِرُونِ
11	56	1	إِنِّي
11	56	10	إِلَّا
11	56	11	هُوَ
11	56	12	آخِذٌ
11	56	13	بِنَاصِيَتِهَا
11	56	14	إِنَّ
11	56	15	رَبِّي
11	56	16	عَلَىٰ
11	56	17	صِرَاطٍ
11	56	18	مُسْتَقِيمٍ
11	56	2	تَوَكَّلْتُ
11	56	3	عَلَى
11	56	4	اللَّهِ
11	56	5	رَبِّي
11	56	6	وَرَبِّكُمْ
11	56	7	مَا
11	56	8	مِنْ
11	56	9	دَابَّةٍ
11	57	1	فَإِنْ
11	57	10	رَبِّي
11	57	11	قَوْمًا
11	57	12	غَيْرَكُمْ
11	57	13	وَلَا
11	57	14	تَضُرُّونَهُ
11	57	15	شَيْئًا
11	57	16	إِنَّ
11	57	17	رَبِّي
11	57	18	عَلَىٰ
11	57	19	كُلِّ
11	57	2	تَوَلَّوْا
11	57	20	شَيْءٍ
11	57	21	حَفِيظٌ
11	57	3	فَقَدْ
11	57	4	أَبْلَغْتُكُمْ
11	57	5	مَا
11	57	6	أُرْسِلْتُ
11	57	7	بِهِ
11	57	8	إِلَيْكُمْ
11	57	9	وَيَسْتَخْلِفُ
11	58	1	وَلَمَّا
11	58	10	مِنَّا
11	58	11	وَنَجَّيْنَاهُمْ
11	58	12	مِنْ
11	58	13	عَذَابٍ
11	58	14	غَلِيظٍ
11	58	2	جَاءَ
11	58	3	أَمْرُنَا
11	58	4	نَجَّيْنَا
11	58	5	هُودًا
11	58	6	وَالَّذِينَ
11	58	7	آمَنُوا
11	58	8	مَعَهُ
11	58	9	بِرَحْمَةٍ
11	59	1	وَتِلْكَ
11	59	10	كُلِّ
11	59	11	جَبَّارٍ
11	59	12	عَنِيدٍ
11	59	2	عَادٌ
11	59	3	جَحَدُوا
11	59	4	بِآيَاتِ
11	59	5	رَبِّهِمْ
11	59	6	وَعَصَوْا
11	59	7	رُسُلَهُ
11	59	8	وَاتَّبَعُوا
11	59	9	أَمْرَ
11	6	1	وَمَا
11	6	10	وَيَعْلَمُ
11	6	11	مُسْتَقَرَّهَا
11	6	12	وَمُسْتَوْدَعَهَا
11	6	13	كُلٌّ
11	6	14	فِي
11	6	15	كِتَابٍ
11	6	16	مُبِينٍ
11	6	2	مِنْ
11	6	3	دَابَّةٍ
11	6	4	فِي
11	6	5	الْأَرْضِ
11	6	6	إِلَّا
11	6	7	عَلَى
11	6	8	اللَّهِ
11	6	9	رِزْقُهَا
11	60	1	وَأُتْبِعُوا
11	60	10	عَادًا
11	60	11	كَفَرُوا
11	60	12	رَبَّهُمْ
11	60	13	أَلَا
11	60	14	بُعْدًا
11	60	15	لِعَادٍ
11	60	16	قَوْمِ
11	60	17	هُودٍ
11	60	2	فِي
11	60	3	هَٰذِهِ
11	60	4	الدُّنْيَا
11	60	5	لَعْنَةً
11	60	6	وَيَوْمَ
11	60	7	الْقِيَامَةِ
11	60	8	أَلَا
11	60	9	إِنَّ
11	61	1	وَإِلَىٰ
11	61	10	مَا
11	61	11	لَكُمْ
11	61	12	مِنْ
11	61	13	إِلَٰهٍ
11	61	14	غَيْرُهُ
11	61	15	هُوَ
11	61	16	أَنْشَأَكُمْ
11	61	17	مِنَ
11	61	18	الْأَرْضِ
11	61	19	وَاسْتَعْمَرَكُمْ
11	61	2	ثَمُودَ
11	61	20	فِيهَا
11	61	21	فَاسْتَغْفِرُوهُ
11	61	22	ثُمَّ
11	61	23	تُوبُوا
11	61	24	إِلَيْهِ
11	61	25	إِنَّ
11	61	26	رَبِّي
11	61	27	قَرِيبٌ
11	61	28	مُجِيبٌ
11	61	3	أَخَاهُمْ
11	61	4	صَالِحًا
11	61	5	قَالَ
11	61	6	يَا
11	61	7	قَوْمِ
11	61	8	اعْبُدُوا
11	61	9	اللَّهَ
11	62	1	قَالُوا
11	62	10	أَتَنْهَانَا
11	62	11	أَنْ
11	62	12	نَعْبُدَ
11	62	13	مَا
11	62	14	يَعْبُدُ
11	62	15	آبَاؤُنَا
11	62	16	وَإِنَّنَا
11	62	17	لَفِي
11	62	18	شَكٍّ
11	62	19	مِمَّا
11	62	2	يَا
11	62	20	تَدْعُونَا
11	62	21	إِلَيْهِ
11	62	22	مُرِيبٍ
11	62	3	صَالِحُ
11	62	4	قَدْ
11	62	5	كُنْتَ
11	62	6	فِينَا
11	62	7	مَرْجُوًّا
11	62	8	قَبْلَ
11	62	9	هَٰذَا
11	63	1	قَالَ
11	63	10	رَبِّي
11	63	11	وَآتَانِي
11	63	12	مِنْهُ
11	63	13	رَحْمَةً
11	63	14	فَمَنْ
11	63	15	يَنْصُرُنِي
11	63	16	مِنَ
11	63	17	اللَّهِ
11	63	18	إِنْ
11	63	19	عَصَيْتُهُ
11	63	2	يَا
11	63	20	فَمَا
11	63	21	تَزِيدُونَنِي
11	63	22	غَيْرَ
11	63	23	تَخْسِيرٍ
11	63	3	قَوْمِ
11	63	4	أَرَأَيْتُمْ
11	63	5	إِنْ
11	63	6	كُنْتُ
11	63	7	عَلَىٰ
11	63	8	بَيِّنَةٍ
11	63	9	مِنْ
11	64	1	وَيَا
11	64	10	فِي
11	64	11	أَرْضِ
11	64	12	اللَّهِ
11	64	13	وَلَا
11	64	14	تَمَسُّوهَا
11	64	15	بِسُوءٍ
11	64	16	فَيَأْخُذَكُمْ
11	64	17	عَذَابٌ
11	64	18	قَرِيبٌ
11	64	2	قَوْمِ
11	64	3	هَٰذِهِ
11	64	4	نَاقَةُ
11	64	5	اللَّهِ
11	64	6	لَكُمْ
11	64	7	آيَةً
11	64	8	فَذَرُوهَا
11	64	9	تَأْكُلْ
11	65	1	فَعَقَرُوهَا
11	65	10	غَيْرُ
11	65	11	مَكْذُوبٍ
11	65	2	فَقَالَ
11	65	3	تَمَتَّعُوا
11	65	4	فِي
11	65	5	دَارِكُمْ
11	65	6	ثَلَاثَةَ
11	65	7	أَيَّامٍ
11	65	8	ذَٰلِكَ
11	65	9	وَعْدٌ
11	66	1	فَلَمَّا
11	66	10	مِنَّا
11	66	11	وَمِنْ
11	66	12	خِزْيِ
11	66	13	يَوْمِئِذٍ
11	66	14	إِنَّ
11	66	15	رَبَّكَ
11	66	16	هُوَ
11	66	17	الْقَوِيُّ
11	66	18	الْعَزِيزُ
11	66	2	جَاءَ
11	66	3	أَمْرُنَا
11	66	4	نَجَّيْنَا
11	66	5	صَالِحًا
11	66	6	وَالَّذِينَ
11	66	7	آمَنُوا
11	66	8	مَعَهُ
11	66	9	بِرَحْمَةٍ
11	67	1	وَأَخَذَ
11	67	2	الَّذِينَ
11	67	3	ظَلَمُوا
11	67	4	الصَّيْحَةُ
11	67	5	فَأَصْبَحُوا
11	67	6	فِي
11	67	7	دِيَارِهِمْ
11	67	8	جَاثِمِينَ
11	68	1	كَأَنْ
11	68	10	أَلَا
11	68	11	بُعْدًا
11	68	12	لِثَمُودَ
11	68	2	لَمْ
11	68	3	يَغْنَوْا
11	68	4	فِيهَا
11	68	5	أَلَا
11	68	6	إِنَّ
11	68	7	ثَمُودَ
11	68	8	كَفَرُوا
11	68	9	رَبَّهُمْ
11	69	1	وَلَقَدْ
11	69	10	فَمَا
11	69	11	لَبِثَ
11	69	12	أَنْ
11	69	13	جَاءَ
11	69	14	بِعِجْلٍ
11	69	15	حَنِيذٍ
11	69	2	جَاءَتْ
11	69	3	رُسُلُنَا
11	69	4	إِبْرَاهِيمَ
11	69	5	بِالْبُشْرَىٰ
11	69	6	قَالُوا
11	69	7	سَلَامًا
11	69	8	قَالَ
11	69	9	سَلَامٌ
11	7	1	وَهُوَ
11	7	10	عَرْشُهُ
11	7	11	عَلَى
11	7	12	الْمَاءِ
11	7	13	لِيَبْلُوَكُمْ
11	7	14	أَيُّكُمْ
11	7	15	أَحْسَنُ
11	7	16	عَمَلًا
11	7	17	وَلَئِنْ
11	7	18	قُلْتَ
11	7	19	إِنَّكُمْ
11	7	2	الَّذِي
11	7	20	مَبْعُوثُونَ
11	7	21	مِنْ
11	7	22	بَعْدِ
11	7	23	الْمَوْتِ
11	7	24	لَيَقُولَنَّ
11	7	25	الَّذِينَ
11	7	26	كَفَرُوا
11	7	27	إِنْ
11	7	28	هَٰذَا
11	7	29	إِلَّا
11	7	3	خَلَقَ
11	7	30	سِحْرٌ
11	7	31	مُبِينٌ
11	7	4	السَّمَاوَاتِ
11	7	5	وَالْأَرْضَ
11	7	6	فِي
11	7	7	سِتَّةِ
11	7	8	أَيَّامٍ
11	7	9	وَكَانَ
11	70	1	فَلَمَّا
11	70	10	خِيفَةً
11	70	11	قَالُوا
11	70	12	لَا
11	70	13	تَخَفْ
11	70	14	إِنَّا
11	70	15	أُرْسِلْنَا
11	70	16	إِلَىٰ
11	70	17	قَوْمِ
11	70	18	لُوطٍ
11	70	2	رَأَىٰ
11	70	3	أَيْدِيَهُمْ
11	70	4	لَا
11	70	5	تَصِلُ
11	70	6	إِلَيْهِ
